CO2,NO2,TEMPERATURE,HUMIDITY,PM2.5,PM10,SO2,O3,WIND_SPEED,AIR_QUALITY
0.378994507,34.91278411,29.36907895,62.9711481,88.63714835,132.919459,26.5909723,54.0382305,4.63698863,Moderate
0.86628566,44.47324846,22.09542584,46.26453092,62.90322413,65.81318591,15.62414985,72.63333909,3.385314263,Moderate
1.814219138,14.45622161,34.26998482,,48.21959917,176.6038389,26.11168332,36.69861669,3.66458959,Moderate
1.312792514,37.2244549,20.89238793,48.07018895,121.3474244,184.2444657,46.87238995,71.54430363,7.483744622,Poor
1.246228799,22.99066044,27.44686529,58.10944055,48.20669915,16.31198536,45.8441137,12.18224364,1.776242542,Moderate
1.103951019,27.76922843,22.3856154,56.49702935,53.49416643,51.66633149,23.8228789,50.40398225,2.794427371,Moderate
0.627048357,13.62234439,17.6297824,61.81871408,75.99839102,108.596273,13.94638642,72.58696753,9.553417763,Moderate
0.506943423,14.47055012,15.2521504,44.45937231,85.68737242,104.7676343,36.70752801,22.23507005,6.289329055,Moderate
1.77300214,12.85273606,22.95224757,42.92957956,95.40827013,53.72162403,10.65642476,11.98362153,6.860779409,Moderate
1.559992049,54.04353796,32.16683354,40.31260569,96.36350339,,17.78561877,,6.365644025,Poor
0.24569544,49.70986656,22.68710077,63.65460655,146.0069016,163.420634,7.550480356,34.49268246,7.475232082,Moderate
1.710016556,42.80809188,15.02947644,49.64475544,107.4575987,76.66047408,,18.8659111,9.477923022,Poor
1.085809328,14.83382248,17.23024425,38.13954946,39.96895607,81.88493474,39.13191649,64.07658142,6.793935473,Moderate
0.98745486,43.09195949,28.03279521,33.94697015,19.1181996,122.442188,11.44360724,18.48854254,7.626519089,Moderate
1.680681009,53.41362527,23.61058677,40.58179493,87.2716869,175.5799245,21.04889648,40.68090256,3.374254675,Poor
1.999491812,29.5452998,29.07714183,36.27431484,14.80268867,89.96147138,7.18345754,42.00612937,3.046795559,Moderate
,,-7.996736466,31.50519361,12.80542611,162.0954023,12.10031906,69.41373097,8.775422267,Moderate
1.763242357,11.20958819,20.71516649,46.21646887,51.1157437,24.77279037,47.46555405,33.97326534,2.886948299,Moderate
1.089956548,30.20701608,22.17431051,79.47255655,105.0968128,73.11998181,23.10044703,32.710676,1.651135455,Moderate
0.776089282,11.51935298,19.00949031,,113.935444,38.33037621,24.58926248,27.30442516,7.17985381,Moderate
1.733926701,26.16857811,22.37414342,63.92499841,69.406594,33.52867454,46.78004819,25.48033271,8.416850414,Moderate
1.756500277,37.33487064,22.75297611,49.60467885,29.33311637,58.48079028,22.03505163,13.13378721,9.820467487,Moderate
,36.62103411,27.9700964,60.04560028,26.45395845,157.9754154,40.87688495,37.70213809,3.563674089,Moderate
0.232799286,35.36174043,34.28057694,53.45536055,102.8595144,183.5572928,40.96201135,75.15830049,3.369215573,Poor
0.22782191,50.02933496,33.83451423,111.1223084,64.40256605,102.7704591,26.25681973,18.22900744,5.825730514,Moderate
1.263499869,11.53262511,28.76810037,76.456976,86.76447355,101.4432843,40.15413955,11.67189339,2.692527098,Moderate
1.20512765,33.95909388,17.21996198,58.54387084,109.0324236,,29.22032163,18.61364865,5.232666004,Moderate
0.349037602,11.68068001,20.94581581,58.19597834,,106.8553531,15.04574164,,5.680744149,Moderate
1.763478431,54.90152745,20.62008998,72.25604257,126.63381,71.19098355,13.91761374,75.83761108,6.090017349,Poor
0.24376874,27.53134656,,57.86685848,118.4517428,137.528814,44.74879324,61.14753081,5.11321557,Moderate
1.486272661,19.04884764,15.46704193,68.95512932,88.68197695,,22.09922105,49.29490769,7.782995241,Moderate
,59.38247819,27.91644773,59.65791095,42.89328759,62.63365505,46.2755532,32.37125984,5.240553034,Moderate
0.266029765,18.67622575,19.9320727,,49.99472991,97.89581515,35.80931568,61.21936909,9.972914525,Moderate
0.813446372,53.40711272,25.22550924,73.23294609,66.98264658,125.324102,29.40821694,42.43737062,4.935534834,Moderate
1.533383512,42.17888476,15.87478145,58.30903456,62.42014013,158.5372921,19.74111534,41.38854887,6.029567839,Poor
1.513291121,52.5603457,32.42408965,40.97769616,131.4273939,76.95248368,29.19083617,24.74946656,1.823346621,Poor
0.761099722,48.21863311,20.64957488,43.59993027,34.58933634,166.2970836,27.45083299,31.36501711,6.741374406,Moderate
0.457385028,50.89171081,,54.15904317,22.39317655,58.54590345,24.60273945,41.88511867,4.087396052,Moderate
1.343168572,31.54437618,20.18669795,73.14984157,7.010009707,80.72753523,45.2340548,39.01008687,2.345943867,Moderate
0.273395255,42.72556071,19.74866937,70.22473212,28.68817997,105.8386561,,65.08830596,5.03344786,Moderate
0.785594595,17.69479532,29.97652674,60.52733775,63.10210419,180.3776995,34.6596621,51.7981634,3.969774058,Moderate
1.829631156,16.1054957,15.78919066,49.27987963,36.99440365,59.98829635,37.98878189,74.56154428,2.144630703,Moderate
0.338515763,36.9350899,19.00564036,36.66049621,,53.38962665,,28.05576548,3.67743403,Moderate
1.494282629,27.36716631,15.30221368,75.86340333,35.31911787,43.38138324,12.0000119,70.685873,5.781977134,Moderate
1.843832995,20.96069937,23.59862155,31.94690083,56.53870392,99.79724369,44.41912918,58.34359195,2.927586275,Poor
1.144120501,15.05229055,24.19329741,46.40897414,39.43507925,134.8856088,22.42709561,38.73533749,5.654353261,Moderate
1.796982937,34.02932887,30.76894687,60.8150243,55.09472379,183.2751474,16.14904575,29.57210029,3.084246922,Poor
0.658353179,15.48680993,24.53800213,50.16038781,112.5270857,157.4003124,14.33848379,43.64536198,3.003843117,Moderate
1.574490429,26.72556444,16.36706401,63.69194491,114.8776013,25.34637477,47.07211692,52.80463969,6.836807431,Poor
1.729365303,44.7572277,34.3209501,76.45723586,79.29695901,64.88155162,20.2319719,24.70331361,1.792054248,Moderate
1.002810391,14.08626729,23.67165585,68.9910442,46.00099127,30.93511774,33.05116181,55.26347936,1.203127269,Moderate
1.639739461,35.90393831,21.64912314,60.15750601,75.41697327,169.7413514,17.20700492,51.22552158,4.858526276,Poor
0.282804756,,34.22270971,59.15954021,85.49439908,99.97857628,33.05061563,16.55602168,4.472735022,Moderate
1.657774003,34.3927022,18.23342872,57.53316897,34.84018466,83.21415376,3.01132722,26.41388047,8.301075026,Moderate
0.953786945,23.59748631,28.13512127,44.79660147,103.0777635,31.72751089,18.07114947,12.82311127,1.704178887,Moderate
1.164973459,40.08059101,16.0866407,49.89328515,15.63778978,162.7328301,8.195528817,58.859333,9.213257961,Moderate
1.316130961,43.06853055,19.41705566,55.70477213,56.76245227,110.8976107,40.72484348,23.89800012,9.393811456,Moderate
1.802009615,37.76817755,31.44844747,59.04751899,28.41138594,115.9041708,44.44032157,44.20234481,1.083174296,Moderate
1.758915001,296.8121872,29.81808112,31.74557763,114.0565782,47.3345377,40.39058642,53.90808804,2.940757865,Poor
0.822252788,47.40365897,,41.13380396,126.6694563,58.23273303,,36.15239617,7.085276097,Moderate
1.654616683,47.17541281,34.25620714,30.90620205,131.8943747,143.5694746,21.61456044,35.78068274,7.192274671,Poor
0.511763366,18.48789525,30.23803625,74.04865028,36.02922841,27.22023195,26.24606148,,4.886593231,Good
0.53273802,27.50626296,31.56498505,49.63653716,145.5516628,20.01473068,36.35764299,27.49312051,8.070999418,Moderate
1.694395756,-0.424237264,26.05414151,53.38406062,125.9537957,35.05406895,26.73184179,11.70988181,5.844937348,Moderate
0.653208132,39.10852301,15.69340533,73.86752266,12.0125931,120.3031957,,37.81039051,7.06772905,Moderate
0.914930353,45.38404674,22.93107364,60.96949847,22.10601013,177.0476091,11.29135979,38.82233673,6.085664123,Moderate
1.588286624,14.349338,20.58552177,42.07684209,63.21195797,30.27584924,37.84150929,17.04339841,1.766804298,Moderate
,53.68385571,17.81423056,,,,20.00311066,59.31455455,5.036367052,Moderate
1.907215953,28.11177208,23.09054771,78.95757776,74.89251427,197.5153558,36.59100887,35.55657442,4.328997631,Poor
1.845941503,22.47730999,20.7492333,38.73235929,115.2580098,135.2971882,45.48579406,25.03982245,2.814896901,Poor
1.386063095,34.04864449,15.22835967,37.81584854,,70.51241034,39.21057673,18.80616354,5.870692503,Moderate
0.66429493,42.58334127,17.80048195,74.52047586,132.3148594,125.2863902,12.15750311,68.83099254,5.171930553,Poor
1.369339218,40.00102741,23.43656357,39.54632925,53.6288829,171.2998558,49.0957752,67.44490922,1.134986503,Poor
1.796755564,56.04239239,17.16051508,45.69134041,29.63362562,115.7882008,13.42363612,68.07506637,5.684684803,Poor
1.831437893,27.06239138,33.95376052,43.93215316,,61.67970769,7.063502835,32.06517162,7.208389642,Moderate
1.741681714,18.38096081,34.32834772,70.13201562,,,,62.55531618,2.768343872,Moderate
1.175421705,34.23481436,29.96768699,30.00153594,147.5272975,47.18581891,,13.44915575,3.646030497,Moderate
1.929926571,20.20178173,29.28848328,32.56469245,101.6694195,119.2913638,15.44636712,24.50977658,7.335423166,Poor
1.977802414,35.62513244,19.8404416,34.25281927,36.72189772,172.5343768,27.7499623,19.28227935,,Poor
0.428708923,47.13532606,32.8019407,79.05589539,111.578652,130.8201212,38.20295382,21.53024229,5.670436278,Moderate
0.41269669,32.73699278,20.51535137,43.91842408,140.5088627,154.9796116,33.80549099,,2.287732559,Moderate
1.949207749,45.40860443,19.7902034,40.17363712,,174.7348419,27.88807991,66.5234555,8.903036773,Poor
0.653238306,39.12113291,19.14151618,61.13767016,101.1800529,160.9490831,23.34005284,77.9633298,2.025507425,Poor
1.909137123,44.50024454,20.74819193,76.43152811,124.9909356,81.82497091,23.42987297,28.24664678,5.988903383,Poor
0.603684757,32.76100745,29.04517532,43.20309923,98.06382994,73.62726548,40.55686085,60.44314035,1.95482845,Moderate
0.489226472,44.75176144,19.83786588,71.17761133,26.53348334,138.2853514,20.02253533,53.24088468,5.545252415,Moderate
1.104746768,45.12324853,16.19049401,51.61731132,84.30468702,69.37460069,45.37666779,37.60388024,2.99344194,Moderate
0.801639003,19.90488164,29.73070457,,61.25604939,122.0343275,29.80468787,62.1057743,1.10684212,Moderate
0.406706285,30.80769991,23.73991771,38.0609406,61.0870501,193.6378188,46.63986434,41.56905519,5.618979782,Moderate
0.292566464,59.06485452,17.11811609,77.2962322,17.5724523,197.3978212,7.444148204,73.21682549,4.685031439,Moderate
1.751214118,29.57628491,33.94181334,44.86436021,138.4777033,64.03374817,15.33355584,30.65762021,2.31415215,Poor
1.053130952,47.76352102,25.3806456,40.62236386,51.45818649,58.74785876,45.12310371,19.86080228,5.634365459,Moderate
0.82796288,17.50243323,26.30170625,35.29371591,29.1032575,104.5172939,26.70038266,77.59572223,3.933011291,Moderate
0.802830106,24.82677906,33.36478173,,102.6946533,128.4265042,25.73845414,13.31909453,5.464679307,Moderate
1.34553874,51.85066642,17.21441187,,141.2374454,199.1529799,44.47473599,40.60036735,3.783918019,Poor
1.811941811,56.54743478,17.18528421,61.19992428,135.064317,39.02354748,41.44428423,62.38626746,8.572210942,Poor
0.223403462,26.40963768,20.80091064,72.5287264,66.14832954,130.6419372,46.82486698,73.92441733,9.490852965,Moderate
1.83521101,42.82393037,33.81569041,57.32292709,27.20595251,58.6012689,3.862844048,14.44750057,7.488038971,Moderate
0.845238311,28.63442585,28.88301147,35.26727422,23.38948327,96.31914423,48.4896346,56.46140525,6.882908288,Moderate
0.383208451,12.90818978,17.68549702,42.64290591,50.48695309,110.6953514,17.01306674,57.39515989,5.539426339,Moderate
1.353574541,52.10166472,26.9026335,70.87039237,143.2434175,41.69772808,45.33572764,54.87042401,2.833456539,Poor
0.577830068,48.049538,29.28653271,68.00804649,31.93765843,74.05668009,48.23116987,75.58644777,3.236821695,Moderate
0.314405031,21.0091601,21.07892802,32.88660796,13.49196927,71.09566001,14.592853,24.72604571,9.389205239,Good
0.453542637,41.8145677,16.56911633,41.21592794,86.84040523,84.80946829,34.55130791,14.82930061,9.351407811,Moderate
0.219792492,42.84775781,29.09108856,,132.5764735,43.83253426,5.2118763,68.9007832,9.985791105,Moderate
1.488750012,39.41011335,,49.84960811,94.05700543,109.2993239,49.6092486,35.16802012,3.612553096,Poor
0.859451318,10.89369674,23.35521959,38.02313071,122.4390409,159.3088961,19.89291986,52.29217567,1.103734126,Moderate
1.603775983,40.83251573,21.77721299,,23.40693999,38.2440461,39.6821435,59.27556669,6.898448795,Moderate
0.22590828,58.47061612,34.68026326,122.406543,,167.8822076,,53.04321102,3.268628982,Moderate
0.992274489,21.58358507,32.16354106,69.46464242,53.04607172,148.2844972,16.45515352,39.66657296,4.725334522,Moderate
1.293580733,49.31725072,18.24466812,35.52159317,106.7520497,197.8029541,4.765612789,40.1688144,2.791740815,Poor
,47.28668914,33.41989042,37.46247349,,38.42786822,15.70638375,56.48518848,7.937330695,Moderate
1.276219962,59.74539113,17.01274957,63.84703915,28.47883596,,46.27622993,35.45280144,9.50486307,Moderate
1.945845916,46.84368725,23.67634839,66.22991434,34.61510542,62.57318496,48.83649316,75.81258843,6.536934069,Poor
,44.39428612,32.84604996,49.3913045,91.92186525,97.42079568,28.97708283,39.46275701,2.226255086,Moderate
0.470750404,32.58838394,21.26695835,52.4519384,138.5002531,,36.35989736,10.59160472,6.13767723,Moderate
0.955280112,27.96166847,21.27933435,54.42478163,87.95782974,183.6864354,29.12592827,15.1494348,4.203715517,Moderate
1.136553862,14.28291248,23.65458272,76.66025439,61.81257972,193.4053483,31.15351908,28.03869537,3.21175281,Moderate
1.277585272,49.93916179,28.91798236,51.38006669,144.7045924,30.39626725,,,5.845457682,Poor
1.038076433,19.97712255,22.42344847,41.44377312,8.653868749,41.92036432,25.12294698,32.8635334,,Good
1.14157612,,27.95634892,61.36644675,96.54951676,,5.573014166,16.65395758,2.928700651,Moderate
,27.4753186,28.60223771,30.81217216,141.493487,170.9818,26.69129375,42.37197719,8.88938307,Poor
0.649402416,42.54867336,26.78907979,77.88158231,131.0823824,169.7138929,40.09666077,13.61799759,2.789456773,Moderate
0.209110851,13.21044685,17.27676787,71.09154733,60.41022385,,43.16222549,47.0008941,6.762258235,Moderate
0.627747579,23.68133331,21.33893176,48.47870997,87.88310918,74.38445344,4.930871153,52.46825262,7.948286074,Moderate
0.28140912,44.8010309,24.00701958,51.96053006,56.43564073,179.173539,,22.30006721,9.611332035,Moderate
0.842155988,36.84872114,31.82895106,64.69747953,61.15478966,192.9808223,25.08080311,67.7594413,,Moderate
0.499310064,13.26830788,,74.51921604,73.75290215,89.41817653,36.857541,39.2914648,8.689113845,Moderate
0.481586677,18.98415544,15.61911582,71.86835399,33.46267384,169.7300368,26.5798608,70.96773199,8.950147309,Moderate
0.256572534,45.41814884,34.53600657,,16.68923375,150.63467,35.15782653,,4.820435494,Moderate
1.316238676,15.34384615,31.07917015,75.42172759,56.79288843,120.3569928,17.26468373,40.76554463,8.486067702,Moderate
0.650437217,21.87716625,22.7597352,38.48642143,8.271854197,195.2712725,37.09700392,33.96338577,5.461453091,Moderate
1.994373653,19.40123673,25.17781111,49.72861577,81.65520758,,13.29578113,30.27078933,5.052386741,Poor
1.394608098,58.16972171,29.1325974,44.66767107,66.69832059,162.7138984,18.07347175,,8.02706935,Poor
0.381400402,25.80780525,19.55499472,41.46828885,77.50844758,33.84757137,19.24447074,48.78408684,3.292484504,Moderate
0.873687432,21.36348136,31.91842879,58.3863659,129.4834359,141.4344418,29.79879914,40.02212019,3.177349553,Moderate
0.641628397,55.32187267,26.98089174,33.4697043,52.29468685,89.17951044,34.48781407,12.0419468,4.773243244,Moderate
1.401603929,16.38567418,28.55084535,63.1761797,28.82159227,54.12874862,40.91526696,53.74606393,2.48833383,Moderate
0.408930753,22.90667164,20.76810876,,49.43024016,144.7773338,27.65959841,43.76965211,5.087507232,Moderate
0.52687589,,16.38015185,45.36082085,84.84576659,133.2523384,33.46079998,,7.318874695,Moderate
0.453663605,14.57434187,27.68284277,38.26422451,98.99385298,66.55844845,19.76821305,31.3332639,4.930994524,Moderate
1.473029542,,17.55733602,31.18538768,62.07715044,110.0008053,3.430780859,47.3954287,9.5106671,Moderate
1.643954565,53.87304313,17.52529483,30.09960676,13.90971207,,10.72071112,22.7265926,5.681626629,Moderate
1.669878991,40.69667924,15.89822598,61.77071784,87.49854508,187.4693735,24.08573181,61.07748896,,Poor
1.698396753,48.41367069,18.68449678,45.05230389,83.93000871,118.1724079,34.5241843,47.8427696,4.152451336,Poor
0.687498052,39.61751643,24.08003242,62.43194784,141.5137644,133.2349517,17.49254972,54.95947145,7.512226304,Poor
1.409406938,38.0742294,19.6994681,43.5321971,20.39325126,154.9173679,22.24936358,41.63083313,9.486214403,Moderate
1.104896702,44.01138896,,51.42289519,57.67202599,107.3090697,10.07871479,78.32548327,5.60320786,Moderate
1.307013008,14.00574232,15.23413221,50.5595759,63.39722529,39.65758775,,,4.903513325,Moderate
0.632262114,21.73210409,15.38655262,53.54801262,,125.1517383,46.79137696,18.53224485,7.268564651,Moderate
1.87287678,16.53551884,32.07569843,52.95620116,20.93015149,87.03710924,42.59912189,65.60689576,3.964181718,Moderate
1.496065766,49.93570958,26.82260607,64.40227785,5.136795214,148.1994085,29.16533506,70.71482474,6.068139345,Moderate
1.910111541,42.56164885,32.66929526,,14.05254246,34.54531391,13.90769316,16.14023492,4.617567322,Moderate
1.739829051,48.67365628,22.71023809,47.74623304,66.84246335,93.97552465,,62.30572516,4.519830197,Poor
1.671398411,42.12825998,33.12174121,70.91902124,58.18575649,,14.87999542,27.62702914,3.271724317,Moderate
0.698379767,56.52976073,,51.69219614,,58.10850841,45.80920867,,8.316355649,Moderate
0.441946418,22.06007288,34.20271209,76.92410791,49.61346797,129.0137884,39.03811275,58.52185522,7.445480844,Moderate
0.840974107,17.60124266,17.94606089,64.6005628,95.68785027,90.17146273,27.9729778,68.75856263,9.302490067,Moderate
1.839668932,40.54904944,15.93703817,47.02057781,118.8342686,131.6675296,37.75530873,38.7365949,6.742029117,Poor
,27.30498633,29.94888813,49.97593923,120.4838814,52.78744657,18.06647154,24.02378748,4.134075757,Moderate
1.885078593,45.70434661,33.04906615,72.90116355,105.3473302,108.2645758,20.21546015,23.15325122,5.834523894,Poor
1.517589095,56.95338493,18.15909646,65.27304151,23.20471954,143.975757,25.80753689,44.74065879,6.24999619,Moderate
1.542880783,57.7761848,16.00452023,48.72741217,71.83025904,,10.71098865,17.23764556,8.749079392,Moderate
0.432486947,45.87988828,29.05081003,,95.0929405,54.11478273,,38.0108691,3.820324658,Moderate
0.446394134,57.83073105,23.45457274,30.68412074,99.05902824,60.0368841,34.42169467,53.23862103,7.771622083,POOR
1.271693031,49.18958922,33.65849725,38.06836792,80.30034043,176.7636359,32.03722015,14.61245155,3.768895786,Poor
1.585988396,27.29674963,18.08919494,70.22070298,75.78576292,35.79345003,8.52258649,,9.665834446,Moderate
1.822084419,16.09430467,,,62.00266074,141.2941632,44.11311245,41.89625751,7.207313814,Poor
1.011510869,52.09992764,21.08397439,32.53112361,31.36355966,171.6552253,,38.16062747,8.127158846,Moderate
1.987336633,22.83882839,27.80952084,43.16236733,,134.0343557,16.50111166,69.97109626,2.012537199,Poor
1.237319048,53.06849982,15.0002327,78.7345298,128.909372,114.1024595,48.07413627,17.22027326,6.393642097,Poor
1.432516111,21.4039886,,31.52318432,65.19611983,183.386283,23.36279382,44.69577446,6.460476218,Moderate
1.819234232,14.2396008,22.14242319,71.22357588,141.4438868,,21.0037639,73.37252799,4.699424742,Poor
0.518618872,23.1556285,17.5110043,45.69390383,136.867278,,4.77587181,52.21097044,7.524192447,Moderate
1.680567037,30.55142349,20.52339116,55.52903787,33.37833281,94.57640544,23.03695982,26.19440992,6.658492483,Moderate
0.906039281,59.70696806,17.73201807,46.99859319,129.3419381,37.26995766,21.46343659,57.6408165,6.32722964,Moderate
1.905047439,43.41063993,24.75255619,62.23726243,,72.25057664,49.74452006,10.05018011,7.592091662,Poor
0.46759291,37.75424747,30.18010565,54.62676904,95.39003706,52.92115807,46.87887775,36.44577767,5.432696686,Moderate
1.939978674,15.22839202,22.23839982,,120.8779058,179.465113,26.63082177,10.82459134,,Poor
1.467343583,54.00395438,24.44563608,30.5142248,75.068651,45.809625,6.379615714,71.64554042,3.381374007,Moderate
1.778178146,48.46115739,30.17552508,47.29030492,108.6931279,116.1793701,26.38560592,26.95284119,2.549748407,Poor
1.187720821,23.44967022,25.14823877,,,,5.459644293,61.48644941,4.763184398,POOR
1.439124314,15.70478924,23.16303382,66.43890272,103.1094989,134.179408,28.60943924,75.86760515,9.212365488,Poor
1.369935075,49.48492536,30.7797032,61.23070241,56.88263115,,15.7221294,40.83041995,7.389397661,Moderate
1.651810066,52.49876857,20.17423284,42.72406658,146.6095574,89.06102566,4.90752847,23.81197794,2.504208834,Poor
1.301097343,35.7408677,34.11837658,56.79675394,137.3910127,196.7592774,35.5652861,77.52833352,2.932700522,Poor
0.938689261,17.93025526,20.60074659,64.60368235,74.14163727,46.29495036,18.46646763,52.54339381,1.003692605,Moderate
0.449888911,36.99785651,25.61875357,75.21798875,20.48610208,92.21584423,24.64737988,35.44601202,3.269637836,Moderate
1.859373623,18.69476246,19.79748226,71.89541874,100.4248216,114.0753575,48.51569913,25.17699932,2.274502156,Poor
1.653392279,40.84634592,29.07371955,,89.19355776,86.13542554,49.45341664,67.25329238,5.070911299,Poor
1.232188199,42.89226523,25.20864978,,20.80697427,122.0699481,41.71598971,59.93252107,4.116394457,Moderate
1.613316731,31.38865669,28.35839998,39.28233525,110.8821491,57.08409668,,15.50883726,3.783413003,Moderate
0.209939811,53.10638086,18.49762874,34.17771688,26.95768558,89.91918866,46.96958207,37.32635122,4.992397312,Moderate
1.564122999,29.55407683,31.53414719,58.63036164,33.80346365,82.02429565,9.504686541,47.09129379,7.689996222,Moderate
0.665803967,21.53349059,24.42335798,47.72124744,64.78056054,158.2798366,22.63230265,29.47520309,2.616933601,Moderate
0.781321651,31.08604634,19.35785109,64.54419883,8.472208464,151.1452752,28.23237989,56.85697966,5.528972865,Moderate
0.703881015,34.61389282,24.17046018,64.98197848,,134.5673377,,46.94684758,,Moderate
0.23828494,29.79852363,24.08690846,60.85529722,73.89071292,72.62977532,47.21007996,76.97849673,3.868275316,Moderate
0.347166258,34.84817415,22.4347859,44.39726713,79.2081662,93.19702464,13.12188629,42.7922866,1.47048735,Moderate
0.894984748,56.83028461,19.02624216,76.89826157,135.120929,0,38.56909348,76.78921491,8.236983215,Poor
1.19977707,,18.33906177,41.84666625,139.6771543,34.87835224,46.17051193,72.14723482,7.008415422,Poor
1.638938718,35.78397138,,,128.8217179,110.8328395,48.95912359,32.04532592,,Poor
1.129340627,55.0350932,22.29187456,55.01797231,111.5182036,35.81307915,,60.14277404,,GOOD
0.317641413,51.10515803,25.42898048,64.6711064,10.56812721,193.8192925,33.74908166,51.65324414,1.008152517,Moderate
1.113698682,48.46524468,26.39079559,53.77980959,93.42285042,18.63552431,,12.86847556,5.390889454,Moderate
1.271140275,,,,133.3596374,,17.16844076,,,POOR
0.27096826,32.96199388,16.82782973,48.99895395,114.6478739,195.330615,20.04141099,41.73594239,1.993548108,Moderate
,40.39525464,16.53724151,76.35618909,32.4333899,136.4640999,49.96274305,27.98666097,6.168641857,Moderate
1.157804273,51.12402818,34.15579602,71.32755371,,199.1943577,9.051458556,25.38059251,8.499468745,Moderate
0.489454493,39.0985701,21.90446286,62.97553843,,191.613276,35.10925147,66.74226938,8.897403176,Poor
1.810194008,23.6535405,28.70887766,59.71209137,13.15252275,25.08421632,9.183569412,14.87521074,6.546018264,Moderate
1.692047853,48.60062382,31.76983668,45.28719787,91.68216194,51.06441226,29.9541129,,8.458004292,Poor
1.551106553,20.09267261,26.77463044,63.69971041,102.3977846,18.23716959,28.54376814,56.56909854,1.789956227,Moderate
0.335248007,58.60026648,26.75171742,61.68557999,140.632201,47.28221998,32.25982162,40.22635706,4.383445379,Moderate
0.364316018,42.94427351,,52.97920286,59.61808386,131.2442167,45.45386025,23.75089207,2.106200643,Moderate
0.899619121,50.79165625,,38.01827031,21.69619587,77.12602746,6.050266138,39.6929539,9.659673185,Moderate
1.357918793,15.59598097,,33.35082689,46.64707533,139.0915297,23.76712428,,7.04231208,Moderate
,193.0898746,22.98070635,34.72094488,115.9708634,115.6633104,7.988110908,22.58584694,3.11866524,Moderate
1.569413088,43.90080763,28.41464624,57.04525019,87.04833125,31.89526085,38.25755915,19.39416984,5.217864733,Moderate
1.541791054,35.30709314,21.90384417,79.17836033,54.67570701,84.52692552,3.333537027,74.58006834,3.835074477,Moderate
1.903007832,30.63109204,24.92517506,41.4996877,6.740438955,139.331008,14.36293185,61.33812945,3.602604285,Moderate
0.946675104,11.1819293,16.78579049,,137.675223,130.9493695,12.27040531,55.76445461,6.3424949,Moderate
0.941313645,34.41205685,,42.76681869,33.34141005,157.7896665,12.00150214,21.88309487,5.149302113,Moderate
0.83603401,34.17728234,30.50692301,37.7246102,132.5876209,142.9788632,16.42224196,53.01787128,2.260403309,Poor
0.780236921,57.97883222,30.14620414,47.73331025,145.0456864,72.14977873,28.07705838,33.54189093,2.302395725,Moderate
1.13405187,32.48699212,27.07274401,136.8562036,31.68649195,62.83309377,5.373851129,22.50402137,8.519375401,Moderate
0.356456519,58.29110806,22.76331412,44.81788068,147.2823487,131.8357101,38.37817548,60.41875468,8.371965936,Poor
0.346427805,32.43468113,30.37845564,39.82096079,122.732204,134.4966602,47.1070391,50.69974264,1.442426713,Moderate
0.647280452,23.25232142,34.00918341,30.31895217,47.32712016,196.1052608,34.82340788,,7.922528826,Moderate
1.21671404,26.34658082,20.48143179,63.98486084,85.93482166,51.25633417,17.77840297,31.3789449,7.97372562,Moderate
